File,Song_duration,Song_title,Artist,Format,Labels,Sections
1028,479.0,Chicken,Bryan_Thomas_Trio,mp3,"[0.00000000e+00 3.62811790e-02 1.27992472e+02 2.23061565e+02
 3.13618481e+02 3.87276939e+02 4.21208458e+02]","['silence' 'intro' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'outro']"
1032,152.0,CBC_Demo_1_d2t2_you_give_hate,CBC,mp3,"[  0.           5.0155102   12.94256236  40.14006803  67.57988662
  95.54020408 122.45993197 134.56512472 148.54002267 152.91621315]","['silence' 'intro' 'chorus' 'chorus' 'chorus' 'chorus' 'chorus' 'chorus'
 'outro' 'silence']"
1034,432.0,Grip,Calf_Mountain_Jam,mp3,"[  0.           0.78428571  17.59730159  47.45650794  64.6107483
  73.03471655 102.29988662 119.1554195  119.1554195  127.45131519
 127.45131519 156.33786848 156.33786848 173.68526077 182.95852608
 182.95852608 327.56172336 335.90952381 353.77331066 383.77353741
 405.41365079 432.08979592]","['silence' 'intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental' 'bridge'
 'solo/instrumental' 'solo/instrumental' 'bridge' 'solo/instrumental'
 'verse' 'chorus' 'outro' 'silence']"
1036,199.0,take_the_skinheads_bowling,Camper_Van_Beethoven,mp3,"[  0.           3.31804989  17.33104308  44.35478458  57.78793651
  84.65886621  98.05877551 124.90684807 144.89111111 199.33061224]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'verse'
 'outro' 'silence']"
1038,355.0,ShimSham_Honey,Caravan_of_Thieves,mp3,"[  0.          27.30666667  78.93138322  90.29272109 112.95174603
 135.81594104 147.06870748 172.61113379 187.04326531 195.49027211
 243.22723356 284.86575964]","['silence' 'intro' 'chorus' 'verse' 'chorus' 'solo/instrumental' 'verse'
 'chorus' 'bridge' 'transition' 'solo/instrumental' 'outro']"
1042,271.0,Built_For_Comfort_,Caution_Jam,mp3,"[0.00000000e+00 7.54648520e-02 4.83976871e+01 7.27778005e+01
 9.69761224e+01 1.21152971e+02 1.45124717e+02 1.68975420e+02
 1.92470385e+02 2.16297800e+02 2.71046531e+02]","['silence' 'intro' 'verse' 'verse' 'verse' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'verse' 'verse' 'silence']"
1044,427.0,Wishing_Tree,Charlie_Sexton,mp3,"[0.00000000e+00 5.07936500e-02 6.82369615e+01 1.18819365e+02
 1.78979615e+02 2.76126077e+02 2.94315737e+02 3.66868707e+02]","['silence' 'intro' 'verse' 'verse' 'verse' 'transition'
 'solo/instrumental' 'outro']"
1046,384.0,People,Chasing_Edison,mp3,"[  0.           6.36226757  14.56662132  27.1638322   60.42077098
  93.23687075 101.63108843 114.38834467 147.72870748 182.60172336
 233.95120181 268.08877551 293.40734694 311.68888889 328.53804989
 345.88444444 384.01160998]","['silence' 'solo/instrumental' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'verse' 'chorus' 'transition'
 'solo/instrumental' 'solo/instrumental' 'transition' 'solo/instrumental'
 'transition' 'outro' 'silence']"
1048,268.0,7_Escape_Artist,Chemtrail,mp3,"[  0.           1.021678     2.74546485  33.20174603  63.76129252
  94.26877551 124.6522449  153.0454195  187.96614512 268.27755102]","['silence' 'intro' 'verse' 'verse' 'verse' 'verse' 'transition'
 'transition' 'outro' 'silence']"
1050,274.0,Going_Up_the_Country_____,Chicago_Farmer,mp3,"[  0.          99.83632653 113.62417233 132.0014059  150.69027211
 169.0277551  187.49870748 206.00727891 224.52746032 242.95321995]","['silence' 'intro' 'intro' 'chorus' 'verse' 'solo/instrumental' 'verse'
 'chorus' 'solo/instrumental' 'chorus']"
1054,179.0,You_Done_Me_Wrong,Cindy_Woolf,mp3,"[0.00000000e+00 4.57142850e-02 8.67959184e+00 2.88057143e+01
 3.91106803e+01 4.89114286e+01 6.89556689e+01 8.89021315e+01
 9.90757143e+01 1.08780385e+02 1.28125533e+02 1.38158005e+02
 1.48053107e+02]","['silence' 'intro' 'verse' 'chorus' 'transition' 'transition' 'verse'
 'chorus' 'transition' 'solo/instrumental' 'chorus' 'transition' 'outro']"
1056,455.0,delf20080410d2t04flac,Club_dElf,mp3,"[0.00000000e+00 4.08163260e-02 4.69275283e+01 8.11537415e+01
 1.16099773e+02 1.58052086e+02 1.99990068e+02 2.56345193e+02
 2.99236145e+02 3.42111224e+02 4.21801111e+02 4.55367347e+02]","['silence' 'solo/instrumental' 'intro' 'transition' 'verse' 'verse'
 'verse' 'verse' 'verse' 'outro' 'outro' 'silence']"
1058,420.0,Me_And_You,Comfort_Station,mp3,"[  0.           8.36442177  17.41365079  46.42097506  50.07469388
  63.39047619  67.02879818  81.45517007  84.97507936  99.36707483
 133.10970521 147.41428571 150.97077097 179.80770975 251.82485261
 255.40603175 269.81907029 273.44630385 287.76319728 293.1452381
 321.65827664 335.93369614]","['silence' 'intro' 'chorus' 'transition' 'bridge' 'transition' 'verse'
 'transition' 'verse' 'transition' 'chorus' 'transition'
 'solo/instrumental' 'solo/instrumental' 'transition' 'verse' 'transition'
 'verse' 'transition' 'chorus' 'chorus' 'outro']"
1060,384.0,Easy_Living,Coon_Phat_Gravy,mp3,"[  0.           7.38394558  34.99396825  48.92444444  62.80997732
  76.62585034  90.32562358 104.09505669 117.79782313 131.65301587
 145.43716553 158.89414966 172.34077097 185.82929705 199.44736961
 213.26020408 226.69641723 240.18721088 253.75213152 267.23845805
 280.70603175 294.33614512 307.84385487 321.26004535 384.08979592]","['silence' 'solo/instrumental' 'verse' 'verse' 'verse' 'chorus'
 'transition' 'verse' 'chorus' 'transition' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental' 'verse'
 'verse' 'chorus' 'chorus' 'transition' 'solo/instrumental' 'transition'
 'solo/instrumental' 'solo/instrumental' 'outro' 'silence']"
1062,565.0,Jam,Cosmic_Railroad,mp3,"[0.00000000e+00 4.89795910e-02 8.07428571e+01 1.04561814e+02
 3.02316168e+02 3.15751973e+02 5.49539887e+02 5.65355102e+02]","['silence' 'solo/instrumental' 'bridge' 'solo/instrumental' 'bridge'
 'solo/instrumental' 'outro' 'silence']"
1064,301.0,Beggar_at_the_Manor,Cousin_Fungus,mp3,"[  0.           1.50929705  21.00920635  39.31342404  61.78761905
  80.05222222  89.41260771 107.27603175 125.41201814 125.41201814
 169.53954648 187.00489796 223.21963719 223.21963719 284.62873016
 301.70848073]","['silence' 'intro' 'verse' 'bridge' 'chorus' 'bridge' 'verse' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'outro' 'silence']"
1066,558.0,jack_move,DCarlo,mp3,"[  0.          18.64562358  37.37557823  55.15480726  64.06070295
  86.2014966   94.9123356  112.63786848 121.24421769 143.23213152
 158.51424036 208.7938322  217.72038549 495.57208617]","['silence' 'intro' 'verse' 'transition' 'chorus' 'transition' 'verse'
 'transition' 'chorus' 'solo/instrumental' 'transition' 'transition'
 'solo/instrumental' 'outro']"
1068,409.0,Earthgirl,Dan_Bern,mp3,"[0.00000000e+00 4.48979590e-02 3.09976644e+01 6.49219955e+01
 9.90630612e+01 1.32911020e+02 1.64958798e+02 1.97857234e+02
 2.30604603e+02 2.48644853e+02 2.67157846e+02 2.88813855e+02
 2.97888798e+02 3.34900522e+02 3.52922517e+02 3.71600635e+02
 4.09853061e+02]","['silence' 'intro' 'verse' 'verse' 'verse' 'verse' 'verse' 'verse'
 'transition' 'chorus' 'solo/instrumental' 'transition' 'verse'
 'transition' 'chorus' 'solo/instrumental' 'silence']"
1070,234.0,colorado_storm,Dana_Monteith_and_Iowa80,mp3,"[  0.           0.67337868  11.35825397  35.36521542  45.45507937
  69.53324263  77.06868481  84.91816327 110.38650794 124.26399093
 134.42816326 157.85646259 164.07349206 171.638322   194.27029478
 216.92326531 234.5970068 ]","['silence' 'intro' 'verse' 'transition' 'verse' 'transition' 'chorus'
 'bridge' 'solo/instrumental' 'transition' 'verse' 'transition' 'chorus'
 'bridge' 'bridge' 'outro' 'silence']"
1072,444.0,Cowgirl,Dann_Ottemiller,mp3,"[0.00000000e+00 2.90249430e-02 2.33795918e+01 5.21142857e+01
 8.00538549e+01 9.87387982e+01 1.35718617e+02 1.72580998e+02
 1.93356190e+02 2.21420726e+02 2.48995828e+02 2.67579070e+02
 2.85915102e+02 3.13365782e+02 3.49821088e+02 3.91024036e+02
 4.44577959e+02]","['silence' 'live' 'intro' 'verse' 'chorus' 'verse' 'verse' 'chorus'
 'verse' 'verse' 'chorus' 'bridge' 'transition' 'verse' 'chorus' 'live'
 'silence']"
1074,243.0,The_Ghost_of_Woodie_Guthrie,Dave_Wilson_Chatham_County_Line,mp3,"[0.00000000e+00 4.93424030e-02 2.07599320e+01 3.62040816e+01
 4.13519955e+01 6.14789569e+01 8.17280272e+01 8.67745125e+01
 1.06945397e+02 1.21961814e+02 1.31956100e+02 1.51860771e+02
 1.61830544e+02 1.81357687e+02 1.86343946e+02 2.43397370e+02]","['silence' 'intro' 'verse' 'transition' 'chorus' 'transition' 'chorus'
 'transition' 'verse' 'transition' 'chorus' 'transition' 'chorus'
 'transition' 'outro' 'silence']"
1076,236.0,6299,DayDrug,mp3,"[  0.           1.62539682  32.92426304  48.20759637  55.93582766
  71.35873016  86.70947846  94.39487528 109.84272109 125.21936508
 132.94113379 148.10013605 155.62539682 170.8377551  186.05802721
 193.6193424  208.67412698 223.96879818 236.23673469]","['silence' 'intro' 'verse' 'transition' 'chorus' 'verse' 'transition'
 'chorus' 'bridge' 'transition' 'verse' 'transition' 'chorus' 'chorus'
 'transition' 'chorus' 'chorus' 'outro' 'silence']"
1078,177.0,Southbound_Train,Dead_Mens_Hollow,mp3,"[0.00000000e+00 3.48299310e-02 4.76006576e+01 6.19519955e+01
 7.62519955e+01 9.06990930e+01 1.23103039e+02 1.43102948e+02]",['silence' 'intro' 'verse' 'transition' 'verse' 'bridge' 'verse' 'outro']
1080,192.0,deadstringbros20090912d1t08flac,Deadstring_Brothers,mp3,"[  0.           2.36843537  17.92580499  42.66272109  70.00689342
  94.31133787 121.39104308 143.47609977 192.8678458 ]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental'
 'chorus' 'silence']"
1082,471.0,Stoop_Down,DelRay_Blues,mp3,"[0.00000000e+00 4.35374140e-02 3.78178231e+01 6.53552608e+01
 9.28058277e+01 1.19869433e+02 2.00714717e+02 2.53819546e+02
 2.80795646e+02 3.07782630e+02 3.86763832e+02]","['silence' 'intro' 'solo/instrumental' 'verse' 'verse' 'solo/instrumental'
 'solo/instrumental' 'verse' 'verse' 'solo/instrumental' 'outro']"
1084,470.0,Earth_Reggae,Delta_Nove,mp3,"[0.00000000e+00 4.06349200e-02 1.78793651e+00 1.15867574e+01
 7.01578458e+01 1.12523900e+02 1.58742880e+02 1.76681927e+02
 1.94660000e+02 2.12678549e+02 2.30883515e+02 2.49077256e+02
 2.67181247e+02 2.85463900e+02 3.03528957e+02 3.21811610e+02
 3.40306712e+02 3.58646213e+02 3.77059184e+02 4.44474807e+02
 4.70413061e+02]","['silence' 'intro' 'chorus' 'solo/instrumental' 'verse' 'intro'
 'solo/instrumental' 'verse' 'transition' 'chorus' 'verse' 'transition'
 'chorus' 'solo/instrumental' 'verse' 'transition' 'chorus' 'chorus'
 'solo/instrumental' 'outro' 'silence']"
1086,185.0,Apple,Dilute,mp3,"[  0.           0.53405896   1.90403628   7.24462585  67.37097506
  97.66029478 116.51340136 124.80984127 168.8769161 ]","['silence' 'intro' 'silence' 'intro' 'solo/instrumental'
 'solo/instrumental' 'transition' 'solo/instrumental' 'outro']"
1088,485.0,American_Beauty,Donna_Jean_and_the_Tricksters,mp3,"[  0.          46.55600907  48.5445805   79.35662131  94.85668934
 102.54131519 117.85594104 125.56387755 162.06501134 169.72453515
 185.14804989 192.7661678  208.11002268 215.84267574 254.72487528
 300.80276644 331.14736961 361.47419501 392.00780045 422.51310657
 485.44489796]","['silence' 'intro' 'solo/instrumental' 'verse' 'solo/instrumental' 'verse'
 'solo/instrumental' 'chorus' 'solo/instrumental' 'verse'
 'solo/instrumental' 'verse' 'solo/instrumental' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'outro' 'silence']"
1090,459.0,Unknown,Dr_Jah_and_the_Love_Prophets,mp3,"[  0.          31.424       41.57670833  55.32652083  65.39085417
  79.02477083  92.734375   102.94279167 116.74904167 194.62935417
 194.62935417 265.6135625  308.74339583 322.90441667 459.168     ]","['silence' 'chorus' 'verse' 'chorus' 'verse' 'bridge' 'chorus' 'verse'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'bridge' 'outro' 'silence']"
1092,211.0,Dont_Be_Afraid,EBE,mp3,"[0.00000000e+00 8.80000000e-02 1.64160000e+01 3.93529062e+01
 1.08064000e+02 1.31713063e+02 1.89412563e+02 2.11496000e+02]",['silence' 'intro' 'verse' 'chorus' 'bridge' 'chorus' 'outro' 'silence']
1094,219.0,Texas_2_Step,Easy_Corner,mp3,"[  0.           2.42609977   4.44437642  21.40886621  47.64575964
  74.11433107 129.14723356 156.76972789 184.78544218 218.47655329]","['silence' 'intro' 'intro' 'verse' 'verse' 'solo/instrumental' 'verse'
 'transition' 'outro' 'silence']"
1096,249.0,Fist_City,Eilen_Jewell,mp3,"[  0.           0.65015873   6.68768707  33.64276644  59.4084127
  65.90954649  93.13086168 127.11548753 249.7015873 ]","['silence' 'intro' 'verse' 'chorus' 'transition' 'verse' 'chorus' 'outro'
 'silence']"
1098,324.0,eld20080611t03flac,Eld,mp3,"[  0.           1.27712018  29.698322    59.15628118  87.78190476
 105.19482993 133.48596372 161.85968254 204.47981859 232.52655329
 246.41301587 324.57433107]","['silence' 'intro' 'solo/instrumental' 'solo/instrumental' 'verse'
 'solo/instrumental' 'chorus' 'solo/instrumental' 'verse'
 'solo/instrumental' 'outro' 'silence']"
1100,353.0,The_Letter,Elmwood_Band,mp3,"[  0.           0.60371882  11.09913832  85.02043084 107.78063492
 127.88684807 150.72621315 175.92678004 256.80721088 277.00315193
 312.00306122 320.6922449  353.86122449]","['silence' 'live' 'intro' 'verse' 'chorus' 'verse' 'solo/instrumental'
 'solo/instrumental' 'chorus' 'verse' 'outro' 'live' 'silence']"
1102,283.0,Forward,Emmanuel_Selassie,mp3,"[0.00000000e+00 4.48979590e-02 1.84524490e+01 3.37161451e+01
 6.47333560e+01 9.51889342e+01 1.25967755e+02 1.56438163e+02
 1.86962676e+02 2.17866032e+02 2.48132381e+02 2.63337664e+02
 2.83028027e+02]","['silence' 'intro' 'solo/instrumental' 'verse' 'chorus' 'verse' 'chorus'
 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental' 'outro'
 'silence']"
