SONG_ID,SOURCE,ANNOTATOR1,ANNOTATOR2,FILE_LOCATION,SONG_DURATION,EMPTY,SONG_TITLE,ARTIST,FORMAT,ANNOTATION_TIME1,ANNOTATION_TIME2,TEXTFILE1,TEXTFILE2,CLASS,GENRE,SUBMISSION_DATE1,SUBMISSION_DATE2,SONG_WAS_PRIVATE_FLAG,SONG_WAS_DISCARDED_FLAG,XEQS1,XEQS2
976,IA,7,8,/srv/salami/data/IA/Live_Music_Archive/Art_Matthies/Morning_Dew,244.0,,Morning_Dew,Art_Matthies,mp3,10.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Art_Matthies/Morning_Dew/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Art_Matthies/Morning_Dew/textfile2.txt,Live_Music_Archive,,2010-11-22,2010-08-11,0,False,0,0
978,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Astral_Project/astralproject20030326t02shn,697.0,,astralproject20030326t02shn,Astral_Project,mp3,30.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Astral_Project/astralproject20030326t02shn/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Astral_Project/astralproject20030326t02shn/textfile2.txt,Live_Music_Archive,,2010-08-08,2010-08-03,0,False,0,0
980,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/August_Solstice/Georgia_Peach_w_Scott_Stiert,253.0,,Georgia_Peach_w_Scott_Stiert,August_Solstice,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/August_Solstice/Georgia_Peach_w_Scott_Stiert/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/August_Solstice/Georgia_Peach_w_Scott_Stiert/textfile2.txt,Live_Music_Archive,,2010-08-08,2010-10-06,0,False,0,0
982,IA,7,4,/srv/salami/data/IA/Live_Music_Archive/BLT/Tupelo_Honey,376.0,,Tupelo_Honey,BLT,mp3,25.0,15.0,/srv/salami/data/IA/Live_Music_Archive/BLT/Tupelo_Honey/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/BLT/Tupelo_Honey/textfile2.txt,Live_Music_Archive,,2010-07-22,2010-10-06,0,False,0,0
984,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Baghdad_Scuba_Review/Scuba_Snacks,463.0,,Scuba_Snacks,Baghdad_Scuba_Review,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Baghdad_Scuba_Review/Scuba_Snacks/textfile1.txt,,Live_Music_Archive,,2011-03-23,,0,False,0,0
986,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Bankrupt_in_Panama/bip20090524t07flac,556.0,,bip20090524t07flac,Bankrupt_in_Panama,mp3,25.0,,/srv/salami/data/IA/Live_Music_Archive/Bankrupt_in_Panama/bip20090524t07flac/textfile1.txt,,Live_Music_Archive,,2011-03-23,,0,False,0,0
988,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Barefootin/Wondering_Where_The_Lions_Are_Bruce_Cockburn,407.0,,Wondering_Where_The_Lions_Are_Bruce_Cockburn,Barefootin,mp3,20.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Barefootin/Wondering_Where_The_Lions_Are_Bruce_Cockburn/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Barefootin/Wondering_Where_The_Lions_Are_Bruce_Cockburn/textfile2.txt,Live_Music_Archive,,2010-12-22,2010-07-22,0,False,0,0
990,IA,2,4,/srv/salami/data/IA/Live_Music_Archive/Barry_And_The_Penetrators/COMING_DOWN,196.0,,COMING_DOWN,Barry_And_The_Penetrators,mp3,20.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Barry_And_The_Penetrators/COMING_DOWN/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Barry_And_The_Penetrators/COMING_DOWN/textfile2.txt,Live_Music_Archive,,2010-08-23,2010-10-06,0,False,0,0
992,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Basement_Generals/Mexican_Radio,261.0,,Mexican_Radio,Basement_Generals,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Basement_Generals/Mexican_Radio/textfile1.txt,,Live_Music_Archive,,2011-03-23,,0,False,0,0
994,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Beefy/Creative_Process,248.0,,Creative_Process,Beefy,mp3,15.0,15.0,/srv/salami/data/IA/Live_Music_Archive/Beefy/Creative_Process/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Beefy/Creative_Process/textfile2.txt,Live_Music_Archive,,2010-10-03,2010-07-22,0,False,0,0
996,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Ben_Gibbard/A_Lack_of_Color,217.0,,A_Lack_of_Color,Ben_Gibbard,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Ben_Gibbard/A_Lack_of_Color/textfile1.txt,,Live_Music_Archive,,2011-03-22,,0,False,0,0
998,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Big_Blue/They_Love_Each_Other,471.0,,They_Love_Each_Other,Big_Blue,mp3,20.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Big_Blue/They_Love_Each_Other/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Big_Blue/They_Love_Each_Other/textfile2.txt,Live_Music_Archive,,2010-09-16,2010-08-08,0,False,0,0
1000,IA,4,9,/srv/salami/data/IA/Live_Music_Archive/Big_Island_Shindig/Hideout___6_39,399.0,,Hideout___6_39,Big_Island_Shindig,mp3,20.0,15.0,/srv/salami/data/IA/Live_Music_Archive/Big_Island_Shindig/Hideout___6_39/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Big_Island_Shindig/Hideout___6_39/textfile2.txt,Live_Music_Archive,,2010-09-16,2010-12-30,0,False,0,0
1004,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Big_Whiskey/Fearless,288.0,,Fearless,Big_Whiskey,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Big_Whiskey/Fearless/textfile1.txt,,Live_Music_Archive,,2011-05-09,,0,False,0,0
1006,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Billy_Talent/The_Navy_Song,258.0,,The_Navy_Song,Billy_Talent,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Billy_Talent/The_Navy_Song/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Billy_Talent/The_Navy_Song/textfile2.txt,Live_Music_Archive,,2010-08-11,2010-07-30,0,False,0,0
1008,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Blacklite/Special_Roll__6_59,419.0,,Special_Roll__6_59,Blacklite,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Blacklite/Special_Roll__6_59/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Blacklite/Special_Roll__6_59/textfile2.txt,Live_Music_Archive,,2010-08-11,2010-10-06,0,False,0,0
1012,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Blue_Merle/Lucky_to_Know_You,254.0,,Lucky_to_Know_You,Blue_Merle,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Blue_Merle/Lucky_to_Know_You/textfile1.txt,,Live_Music_Archive,,2011-03-24,,0,False,0,0
1014,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Blues_and_Lasers/22xs,297.0,,22xs,Blues_and_Lasers,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Blues_and_Lasers/22xs/textfile1.txt,,Live_Music_Archive,,2011-03-24,,0,False,0,0
1016,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Bonjour__Ganesh_/Lazy_Days,345.0,,Lazy_Days,Bonjour__Ganesh_,mp3,20.0,30.0,/srv/salami/data/IA/Live_Music_Archive/Bonjour__Ganesh_/Lazy_Days/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Bonjour__Ganesh_/Lazy_Days/textfile2.txt,Live_Music_Archive,,2010-10-28,2010-07-23,0,False,0,0
1018,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Box_O_Laffs/Not,247.0,,Not,Box_O_Laffs,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/Box_O_Laffs/Not/textfile1.txt,,Live_Music_Archive,,2011-03-24,,0,False,0,0
1020,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Brave_Combo/Samba_,199.0,,Samba_,Brave_Combo,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Brave_Combo/Samba_/textfile1.txt,,Live_Music_Archive,,2011-05-12,,0,False,0,0
1022,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Brett_Dennen/San_Francisco,225.0,,San_Francisco,Brett_Dennen,mp3,15.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Brett_Dennen/San_Francisco/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Brett_Dennen/San_Francisco/textfile2.txt,Live_Music_Archive,,2010-10-03,2010-07-22,0,False,0,0
1024,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Britt_Daniel/Who_Makes_Your_Money,214.0,,Who_Makes_Your_Money,Britt_Daniel,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Britt_Daniel/Who_Makes_Your_Money/textfile1.txt,,Live_Music_Archive,,2011-05-09,,0,False,0,0
1026,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Brownfish/evil_man,343.0,,evil_man,Brownfish,mp3,20.0,15.0,/srv/salami/data/IA/Live_Music_Archive/Brownfish/evil_man/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Brownfish/evil_man/textfile2.txt,Live_Music_Archive,,2010-09-20,2010-08-11,0,False,0,0
1028,IA,4,8,/srv/salami/data/IA/Live_Music_Archive/Bryan_Thomas_Trio/Chicken,479.0,,Chicken,Bryan_Thomas_Trio,mp3,20.0,30.0,/srv/salami/data/IA/Live_Music_Archive/Bryan_Thomas_Trio/Chicken/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Bryan_Thomas_Trio/Chicken/textfile2.txt,Live_Music_Archive,,2010-09-20,2010-08-15,0,False,0,0
1030,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Burden_Hand/Revolution,320.0,,Revolution,Burden_Hand,mp3,15.0,20.0,,,Live_Music_Archive,,2010-12-09,2010-08-11,0,True,0,0
1032,IA,5,8,/srv/salami/data/IA/Live_Music_Archive/CBC/CBC_Demo_1_d2t2_you_give_hate,152.0,,CBC_Demo_1_d2t2_you_give_hate,CBC,mp3,15.0,10.0,/srv/salami/data/IA/Live_Music_Archive/CBC/CBC_Demo_1_d2t2_you_give_hate/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/CBC/CBC_Demo_1_d2t2_you_give_hate/textfile2.txt,Live_Music_Archive,,2010-08-13,2010-08-12,0,False,0,0
1034,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Calf_Mountain_Jam/Grip,432.0,,Grip,Calf_Mountain_Jam,mp3,20.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Calf_Mountain_Jam/Grip/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Calf_Mountain_Jam/Grip/textfile2.txt,Live_Music_Archive,,2010-08-11,2010-07-27,0,False,0,0
1036,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Camper_Van_Beethoven/take_the_skinheads_bowling,199.0,,take_the_skinheads_bowling,Camper_Van_Beethoven,mp3,10.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Camper_Van_Beethoven/take_the_skinheads_bowling/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Camper_Van_Beethoven/take_the_skinheads_bowling/textfile2.txt,Live_Music_Archive,,2010-08-11,2010-10-06,0,False,0,0
1038,IA,7,4,/srv/salami/data/IA/Live_Music_Archive/Caravan_of_Thieves/ShimSham_Honey,355.0,,ShimSham_Honey,Caravan_of_Thieves,mp3,30.0,15.0,/srv/salami/data/IA/Live_Music_Archive/Caravan_of_Thieves/ShimSham_Honey/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Caravan_of_Thieves/ShimSham_Honey/textfile2.txt,Live_Music_Archive,,2010-07-27,2010-10-06,0,False,0,0
1040,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Carla_Bozulich/improvisation,600.0,,improvisation,Carla_Bozulich,mp3,,,,,Live_Music_Archive,,,,0,True,0,0
1042,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Caution_Jam/Built_For_Comfort_,271.0,,Built_For_Comfort_,Caution_Jam,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/Caution_Jam/Built_For_Comfort_/textfile1.txt,,Live_Music_Archive,,2011-05-16,,0,False,0,0
1044,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Charlie_Sexton/Wishing_Tree,427.0,,Wishing_Tree,Charlie_Sexton,mp3,15.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Charlie_Sexton/Wishing_Tree/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Charlie_Sexton/Wishing_Tree/textfile2.txt,Live_Music_Archive,,2010-10-28,2010-08-01,0,False,0,0
1046,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Chasing_Edison/People,384.0,,People,Chasing_Edison,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Chasing_Edison/People/textfile1.txt,,Live_Music_Archive,,2011-05-16,,0,False,0,0
1048,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Chemtrail/7_Escape_Artist,268.0,,7_Escape_Artist,Chemtrail,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/Chemtrail/7_Escape_Artist/textfile1.txt,,Live_Music_Archive,,2011-03-28,,0,False,0,0
1050,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Chicago_Farmer/Going_Up_the_Country_____,274.0,,Going_Up_the_Country_____,Chicago_Farmer,mp3,10.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Chicago_Farmer/Going_Up_the_Country_____/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Chicago_Farmer/Going_Up_the_Country_____/textfile2.txt,Live_Music_Archive,,2010-10-03,2010-07-27,0,False,0,0
1052,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Chris_Lane/Fool_To_Think,344.0,,Fool_To_Think,Chris_Lane,mp3,,,,,Live_Music_Archive,,,,0,True,0,0
1054,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Cindy_Woolf/You_Done_Me_Wrong,179.0,,You_Done_Me_Wrong,Cindy_Woolf,mp3,15.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Cindy_Woolf/You_Done_Me_Wrong/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Cindy_Woolf/You_Done_Me_Wrong/textfile2.txt,Live_Music_Archive,,2010-09-20,2010-08-11,0,False,0,0
1056,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Club_dElf/delf20080410d2t04flac,455.0,,delf20080410d2t04flac,Club_dElf,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Club_dElf/delf20080410d2t04flac/textfile1.txt,,Live_Music_Archive,,2011-03-18,,0,False,0,0
1058,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Comfort_Station/Me_And_You,420.0,,Me_And_You,Comfort_Station,mp3,25.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Comfort_Station/Me_And_You/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Comfort_Station/Me_And_You/textfile2.txt,Live_Music_Archive,,2010-12-07,2010-08-11,0,False,0,0
1060,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Coon_Phat_Gravy/Easy_Living,384.0,,Easy_Living,Coon_Phat_Gravy,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Coon_Phat_Gravy/Easy_Living/textfile1.txt,,Live_Music_Archive,,2011-03-15,,0,False,0,0
1062,IA,10,10,/srv/salami/data/IA/Live_Music_Archive/Cosmic_Railroad/Jam,565.0,,Jam,Cosmic_Railroad,mp3,6.0,7.0,/srv/salami/data/IA/Live_Music_Archive/Cosmic_Railroad/Jam/textfile1.txt,,Live_Music_Archive,,2010-08-12,2010-08-26,0,False,0,0
1064,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Cousin_Fungus/Beggar_at_the_Manor,301.0,,Beggar_at_the_Manor,Cousin_Fungus,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Cousin_Fungus/Beggar_at_the_Manor/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Cousin_Fungus/Beggar_at_the_Manor/textfile2.txt,Live_Music_Archive,,2010-08-12,2010-10-06,0,False,0,0
1066,IA,7,4,/srv/salami/data/IA/Live_Music_Archive/DCarlo/jack_move,558.0,,jack_move,DCarlo,mp3,25.0,20.0,/srv/salami/data/IA/Live_Music_Archive/DCarlo/jack_move/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/DCarlo/jack_move/textfile2.txt,Live_Music_Archive,,2010-08-24,2010-10-05,0,False,0,0
1068,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Dan_Bern/Earthgirl,409.0,,Earthgirl,Dan_Bern,mp3,25.0,,/srv/salami/data/IA/Live_Music_Archive/Dan_Bern/Earthgirl/textfile1.txt,,Live_Music_Archive,,2011-03-18,,0,False,0,0
1070,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Dana_Monteith_and_Iowa80/colorado_storm,234.0,,colorado_storm,Dana_Monteith_and_Iowa80,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Dana_Monteith_and_Iowa80/colorado_storm/textfile1.txt,,Live_Music_Archive,,2011-03-18,,0,False,0,0
1072,IA,2,7,/srv/salami/data/IA/Live_Music_Archive/Dann_Ottemiller/Cowgirl,444.0,,Cowgirl,Dann_Ottemiller,mp3,25.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Dann_Ottemiller/Cowgirl/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Dann_Ottemiller/Cowgirl/textfile2.txt,Live_Music_Archive,,2010-09-12,2010-07-30,0,False,0,0
1074,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Dave_Wilson_Chatham_County_Line/The_Ghost_of_Woodie_Guthrie,243.0,,The_Ghost_of_Woodie_Guthrie,Dave_Wilson_Chatham_County_Line,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Dave_Wilson_Chatham_County_Line/The_Ghost_of_Woodie_Guthrie/textfile1.txt,,Live_Music_Archive,,2011-03-22,,0,False,0,0
1076,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/DayDrug/6299,236.0,,6299,DayDrug,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/DayDrug/6299/textfile1.txt,,Live_Music_Archive,,2011-03-22,,0,False,0,0
1078,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Dead_Mens_Hollow/Southbound_Train,177.0,,Southbound_Train,Dead_Mens_Hollow,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Dead_Mens_Hollow/Southbound_Train/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Dead_Mens_Hollow/Southbound_Train/textfile2.txt,Live_Music_Archive,,2010-10-03,2010-07-27,0,False,0,0
1080,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Deadstring_Brothers/deadstringbros20090912d1t08flac,192.0,,deadstringbros20090912d1t08flac,Deadstring_Brothers,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/Deadstring_Brothers/deadstringbros20090912d1t08flac/textfile1.txt,,Live_Music_Archive,,2011-03-28,,0,False,0,0
1082,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/DelRay_Blues/Stoop_Down,471.0,,Stoop_Down,DelRay_Blues,mp3,15.0,15.0,/srv/salami/data/IA/Live_Music_Archive/DelRay_Blues/Stoop_Down/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/DelRay_Blues/Stoop_Down/textfile2.txt,Live_Music_Archive,,2010-09-20,2010-08-12,0,False,0,0
1084,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Delta_Nove/Earth_Reggae,470.0,,Earth_Reggae,Delta_Nove,mp3,25.0,,/srv/salami/data/IA/Live_Music_Archive/Delta_Nove/Earth_Reggae/textfile1.txt,,Live_Music_Archive,,2011-05-16,,0,False,0,0
1086,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Dilute/Apple,185.0,,Apple,Dilute,mp3,10.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Dilute/Apple/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Dilute/Apple/textfile2.txt,Live_Music_Archive,,2010-12-07,2010-08-12,0,False,0,0
1088,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Donna_Jean_and_the_Tricksters/American_Beauty,485.0,,American_Beauty,Donna_Jean_and_the_Tricksters,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Donna_Jean_and_the_Tricksters/American_Beauty/textfile1.txt,,Live_Music_Archive,,2011-05-16,,0,False,0,0
1090,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Dr_Jah_and_the_Love_Prophets/Unknown,459.0,,Unknown,Dr_Jah_and_the_Love_Prophets,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Dr_Jah_and_the_Love_Prophets/Unknown/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Dr_Jah_and_the_Love_Prophets/Unknown/textfile2.txt,Live_Music_Archive,,2010-08-12,2010-08-09,0,False,0,0
1092,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/EBE/Dont_Be_Afraid,211.0,,Dont_Be_Afraid,EBE,mp3,10.0,15.0,/srv/salami/data/IA/Live_Music_Archive/EBE/Dont_Be_Afraid/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/EBE/Dont_Be_Afraid/textfile2.txt,Live_Music_Archive,,2010-08-13,2010-10-05,0,False,0,0
1094,IA,7,4,/srv/salami/data/IA/Live_Music_Archive/Easy_Corner/Texas_2_Step,219.0,,Texas_2_Step,Easy_Corner,mp3,15.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Easy_Corner/Texas_2_Step/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Easy_Corner/Texas_2_Step/textfile2.txt,Live_Music_Archive,,2010-08-09,2010-10-05,0,False,0,0
1096,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Eilen_Jewell/Fist_City,249.0,,Fist_City,Eilen_Jewell,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/Eilen_Jewell/Fist_City/textfile1.txt,,Live_Music_Archive,,2011-05-16,,0,False,0,0
1098,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Eld/eld20080611t03flac,324.0,,eld20080611t03flac,Eld,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Eld/eld20080611t03flac/textfile1.txt,,Live_Music_Archive,,2011-05-16,,0,False,0,0
1100,IA,2,7,/srv/salami/data/IA/Live_Music_Archive/Elmwood_Band/The_Letter,353.0,,The_Letter,Elmwood_Band,mp3,25.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Elmwood_Band/The_Letter/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Elmwood_Band/The_Letter/textfile2.txt,Live_Music_Archive,,2010-08-23,2010-07-30,0,False,0,0
1102,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Emmanuel_Selassie/Forward,283.0,,Forward,Emmanuel_Selassie,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/Emmanuel_Selassie/Forward/textfile1.txt,,Live_Music_Archive,,2011-03-24,,0,False,0,0
