File,Song_duration,Song_title,Artist,Format
1222,321.0,lr20070729s1t02flac,Liquid_Revival,mp3
1224,281.0,Take_it_to_the_Road_soundcheck,Little_Mountain_Band,mp3
1226,163.0,Jam__,London_File,mp3
1228,289.0,Alice,Lost_in_America,mp3
1230,374.0,Lemonade_Stand_Tycoon,MJ_Project,mp3
1232,517.0,Triangle,MVR,mp3
1234,205.0,The_Monkey_and_The_Lion,Makepeace_Brothers,mp3
1236,303.0,Let_the_Record_Ride,Mamas_Cookin,mp3
1238,175.0,Dont_Slip_Away_on_me_Tonight,Manatawny_Creek_Ramblers,mp3
1240,209.0,Duncan_and_Brady,Mark_Bilyeu,mp3
1242,328.0,Bad_Liver_And_A_Broken_Heart_Scott_Nolan,Mark_Jungers__Band_,mp3
1244,238.0,5_GYPSY_DREAM,Matthew_Shadley_Band,mp3
1246,367.0,Planets,Megan_Slankard,mp3
1248,311.0,Blunt,Mieka_Pauley,mp3
1250,192.0,The_Trouble_That_Im_In,Missing_String_Band,mp3
1254,538.0,Fire_On_the_Mountain,Monkeys_Typing,mp3
1256,107.0,Instant_Puberty,Mosquito_Death_Squadron,mp3
1258,343.0,Burn_Baby,Mother_Tongue,mp3
1260,521.0,Crawling_Up_The_Curb,Mountain_of_Venus,mp3
1262,365.0,Theme_from_A_Fistful_of_Testicles,Mr_Devious,mp3
1264,500.0,The_Mighty_Quinn,Mumbouli,mp3
1266,376.0,Octaves,NBFB,mp3
1268,298.0,See_it_Through,Nate_Wilson,mp3
1270,199.0,Crossroads,Nationwide_Coverage,mp3
1272,175.0,tuning,New_Leaf,mp3
1274,280.0,odeath2008051801flac,ODeath,mp3
1276,484.0,Tomorrow_Today,Octopus,mp3
1278,350.0,Down_by_the_River,Oculus,mp3
1280,404.0,Difference_Of_Some_Kind,Old_Man_Brown,mp3
1282,384.0,Schlickside,On_the_One,mp3
1284,353.0,Forget_Think_tell,Operatic,mp3
1286,681.0,Keep_Happy__,Papa_Mali,mp3
1288,307.0,Whiskey_Song,Pete_Thurston,mp3
1290,343.0,Cryin,Peter_Prince_and_the_Trama_Unit,mp3
1292,682.0,China_Girl,Pia_Mater,mp3
1294,281.0,Bouquet,Pinback,mp3
1296,267.0,First_Tube,Polydypsia,mp3
1298,348.0,Evolution,Post_Junction,mp3
1300,599.0,Alligator_Hearts,Quinn_W_Shagbark,mp3
1302,356.0,BusTrain,REK,mp3
1304,251.0,The_Weight,Rachel_Leber,mp3
1306,361.0,Dandelion_Wine,Railroad_Earth,mp3
1308,331.0,d2t04_I_Know_Youll_Find,Ralph_Roddenbery_Band,mp3
1310,403.0,Turn_Your_Lights_Down_Low_Bob_Marley,Reed_Foehl,mp3
1312,593.0,The_Night,Reggie_Watson,mp3
1314,192.0,Im_always_in_Love,Ric_Soens_and_Jimi_Tarnowski_Tavern_Tour,mp3
1316,250.0,And_The_Rain_Crashed_Down,Robbie_Schaefer,mp3
1318,201.0,rwtc20040421d2t3flac,Robert_Walters_20th_Congress,mp3
1320,289.0,Tuning__Intro,Rootstand,mp3
1322,393.0,Kuma,Rubblebucket,mp3
1324,373.0,rumpkemb032808set2t02flac,Rumpke_Mountain_Boys,mp3
1326,303.0,To_Be_Young_Is_To_Be_Sad_Is_To_Be_High,Ryan_Adams,mp3
1328,216.0,Galway_Girl,Ryan_Miller,mp3
1330,179.0,She_arives_with_the_sunshine,Sara_Petite,mp3
1332,270.0,People_See,Scam,mp3
1334,322.0,Troubled_Times,Secret_Government,mp3
1336,489.0,Chocolate,Sfunk,mp3
1338,279.0,New_Orleans,Shawn_Nelson_and_the_Ramblers,mp3
1340,283.0,Track_03,Silence_The_Sky,mp3
1342,280.0,Life_is_Water,Sim_Redmond_Band,mp3
1346,615.0,Half_a_Mind,Slammin_Jack,mp3
1348,215.0,Cuidado,Slo_Mo,mp3
1350,204.0,Perfect,Smashing_Pumpkins,mp3
1352,368.0,Bucket_of_Ham,Snuckafoo,mp3
1354,502.0,Old_Time_Musik,SoloS_Unit,mp3
1356,294.0,Song_Is_All,Sons_of_Bill,mp3
1358,157.0,The_Wet_Spot,Southern_Culture_On_The_Skids,mp3
1360,351.0,Pleasure_Appointment,Spookie_Daly_Pride,mp3
1362,239.0,Track_4,Spred_The_Dub,mp3
1364,438.0,Sparks_From_The_Fire,State_Your_Mind,mp3
1366,652.0,Fresh_Jam___Rain,Stellar_Road,mp3
1368,415.0,Walls_Of_Jordan,Steve_Johnson__Band_,mp3
1370,240.0,Unter_dem_Radar,Stichprobe,mp3
1372,327.0,Nothing_Left_to_Burn,Stone_Groove,mp3
1374,181.0,Extinguish,Strike_Anywhere,mp3
1376,92.0,banter,Subdudes,mp3
1378,394.0,Redemption_Song_,Sunday_Gravy,mp3
1380,256.0,Emergency,Super_400,mp3
1382,165.0,Amazing_Grace,Suzanne_Michell_Trio,mp3
1384,356.0,Break_Away_Tonight,TUGG___The_Under_Ground_Groovement,mp3
1386,531.0,Another_Hero,Telepath,mp3
1388,510.0,Ya_Ti_Li,The_Afromotive,mp3
1390,288.0,I_Got_Your_Number,The_Alchemystics,mp3
1392,325.0,track_1_,The_Amorphous_Band,mp3
1394,264.0,Soaked,The_Argument,mp3
1396,298.0,Stagefright,The_Band_Cover_Band_Band,mp3
1398,199.0,Drumz__,The_Big_Scare,mp3
1400,334.0,Bicycle,The_Bloody_9s,mp3
1402,677.0,Machine,The_Brew,mp3
1404,251.0,I_Wonder_Why_Are_You_So_Mean_To_Me,The_Cruize_Brothers,mp3
1406,170.0,dirtbombs20050715d01t05flac,The_Dirtbombs,mp3
1408,161.0,Bigger_Than_JC,The_Emotron,mp3
1410,408.0,gloom_merchant___letters_fall,The_Genius_Project,mp3
1412,248.0,Silver_City__,The_Great_Big_No_,mp3
1414,240.0,A_Prior_Engagement,The_Hue,mp3
1416,448.0,1820,The_Isosceles_Triangle,mp3
1418,227.0,Krepatka,The_Kreptatka_Bar_Band,mp3
1420,224.0,Aint_To_Proud_To_Beg,The_Lost,mp3
1422,218.0,banjo_picking_girl,The_Milkcrate_Rustlers,mp3
1424,249.0,Worse_for_the_Wear,The_New_Amsterdams,mp3
1426,113.0,op20030725d1t8shn,The_Ort_Phenomenon,mp3
1428,399.0,Joytime_Radio,The_Pimps_of_Joytime,mp3
1430,228.0,Mr_Bubbikins__,The_Prophecy_of_Bob,mp3
1432,363.0,McMichens_Breakdown,The_Red_Hots,mp3
1434,98.0,The_Ballad_of_Neville_and_Luna,The_Remus_Lupins,mp3
1436,707.0,SAE_Track_3,The_San_Andreas_Experiment,mp3
1438,417.0,Sboys20090719SBDd1t02shn,The_Strangeboys,mp3
1440,509.0,transcenders20050416d1t11flac,The_Transcenders,mp3
1442,306.0,tc20070331d01t05,The_Twincats,mp3
1444,123.0,One_Man_Band,The_Vivid_Tangerines,mp3
1446,172.0,Wizard_Rock_Heart_Throb,The_Whomping_Willows,mp3
1448,204.0,Not_Too_Soon,Throwing_Muses,mp3
1450,355.0,TimConley20050729SPC4d2t03flac,Tim_Conley,mp3
1452,286.0,04_46_Do_You_Wanna_Thrill_Me_,Tim_Reynolds,mp3
1454,220.0,Void,Tristan_Prettyman,mp3
1456,252.0,Track_7,Twin_A,mp3
1458,374.0,Meatball,Ubiquitone,mp3
1460,364.0,One_Good_Man_,Uncle_Billys_Smokehouse,mp3
1462,496.0,All_Convergences_Are_Grand_Therefore_Public_Orgasm,Vesica_Piscis,mp3
1464,261.0,Crazy_Water,Was_Not_Was,mp3
1466,162.0,It_Will_Be_Better__Earwig,Wckr_Spgt,mp3
1468,274.0,Outlaw_Band__,White_Iron_Band,mp3
1470,307.0,wbangs20050713t03flac,Will_Bangs,mp3
1472,317.0,Cold_Duck_Time,WonderBread_Band,mp3
1474,143.0,Its_Over_Now,Works_Progress_Administration,mp3
1476,328.0,Destination,Year_Long_Disaster,mp3
1478,440.0,yolk20020406d1t01shn,Yolk,mp3
1482,574.0,Night_Light,Zindu,mp3
1484,540.0,Simon,aquaphonics,mp3
1486,102.0,Quovis,caspian,mp3
1488,323.0,Chango,deSoL,mp3
1490,351.0,Happy_Hour_Hero,herbie,mp3
1492,373.0,_6_13_Down_Boy,moe,mp3
1494,302.0,Rub_Somebody,rugburns,mp3
1496,254.0,Its_Over_Now,the_Pistol_Whippin_Party_Penguins,mp3
1498,225.0,Righteous_Song,young_sir_Jim,mp3
955,266.0,Freedom_Avenue,3_Simple_Words,mp3
959,674.0,STK,Aaron_Kamm_and_the_One_Drops,mp3
963,246.0,ag2009_01_07s1t02wav__Legalize_It_Cover,Aftergrass,mp3
967,622.0,Europa__Baby__,Akrasia,mp3
971,306.0,Figure_It_Out,Allen_Stone,mp3
975,457.0,Jesus_Children,Apoptosis,mp3
979,158.0,Smoke_Machines,Atom_Orr,mp3
983,377.0,Honey_To_A_Bee___Jam,Backyard_Tire_Fire,mp3
987,103.0,stage_chatter,Bardo_Pond,mp3
991,352.0,Jesse_James,Barry_Melton_Band,mp3
995,586.0,Medley,Ben_Swamp_Donkey_Brenner,mp3
999,660.0,Space_in_in_kingston,Big_Brothers_Brother,mp3
1003,303.0,Im_Moving_On,Big_Water,mp3
1007,173.0,Stuck_in_the_Mud,Black_Ice,mp3
1011,375.0,Ride_,BlissNinnies,mp3
1015,201.0,Track_05,Bohemian_Sunrise,mp3
1019,257.0,Fireworks_Make_Me_Feel_Lonely__,Boxes_Of_Squares,mp3
1023,231.0,James_Alley_Blues,Brian_Adam_Ant,mp3
1027,287.0,Panthertown,Brushfire_Stankgrass,mp3
1035,282.0,Wild__Wild_West,Calvin_Russell,mp3
1039,210.0,Through_the_Seasons,Carl_Johnson,mp3
1043,355.0,cg2008101008flac,Central_Garage,mp3
1047,201.0,Unknown,Chatham_County_Line,mp3
1051,520.0,Perpetual_Revolution,Chingus,mp3
1055,318.0,Good_Old_Fashioned_Fire,City_on_the_Make,mp3
1059,375.0,Abdiel,Consider_the_Source,mp3
1063,298.0,Jesse_James,Country_Joe_McDonald,mp3
1067,236.0,The_Years_Look_Good_On_You,Damon_Bramblett,mp3
1071,338.0,The_Hills_of_Beijing,Daniel_Bennett_Group,mp3
1075,225.0,THE_LORDS_BREATHING,David_Hykes,mp3
1079,344.0,They_Love_Each_Other,Dead_Sessions,mp3
1083,311.0,Stagger_Lee,Delilah_Jones,mp3
1087,626.0,SCARLET_BEGONIAS_,Dog_Gone,mp3
1091,362.0,Roadhouse_Rag_TAKE_1,Duke_Junior_and_The_Smokey_Boots,mp3
1095,343.0,B_Lazar__,Eckobase,mp3
1099,297.0,ea20040626d1t06flac,Electric_Avenue,mp3
1103,364.0,Memphis_Trouble_Free,Enchanted_Ape,mp3
1107,362.0,Ways_and_Means,Eric_Martinez,mp3
1111,327.0,J_Song_Vagabond,Fat_Chelsea,mp3
1115,260.0,setbreak_bingo,Flame_Shark,mp3
1119,287.0,Rocket_Man__,Four_Way_Free,mp3
1123,389.0,Not_Fade_Away,Front_Street,mp3
1127,652.0,Hot_Air_Balloon_Chase,Funkuponya,mp3
1131,548.0,Back_on_the_HEadless_Track_Jam,Gas_Giant,mp3
1135,306.0,New_Orleans_LA,George_Kilby_Jr,mp3
1139,237.0,All_Live,Goondocks,mp3
1143,431.0,grazgrove20080606t05flac,Grazgrove,mp3
1147,255.0,Man_Aint_Shit,Grilled_Lincolns,mp3
1151,600.0,d1t03,Guvna_Dub_Sessions,mp3
1155,538.0,hamsalila20040703t06flac,Hamsa_Lila,mp3
1159,221.0,Black,Harold_Liller,mp3
1163,318.0,Ballad_of_Shane_Muscatel,Henry_Kaiser,mp3
1167,85.0,Jam,Honey_White,mp3
1171,140.0,iadapt20070409t01flac,I_Adapt,mp3
1175,627.0,Outside_The_Lines,Indica,mp3
1179,612.0,No_Exit_Strategy,JIM_WEIDERS_ProJECT_PERCoLAToR,mp3
1183,213.0,jamierobb20060310t03flac,Jamie_Robb,mp3
1187,227.0,Litter_and_Crooks,Jen_Say_Kwahs,mp3
1191,225.0,If_Gods_My_Pilot,Jo_Henley,mp3
1195,271.0,14_Crazy_Rider,John_Scarpulla_and_Brian_Shafer,mp3
1199,241.0,Enough_Air,Jonathan_Segel,mp3
1203,405.0,Opposites_Attract,Junior_and_Transportation,mp3
1207,230.0,Silence,Kate_Earl,mp3
1211,182.0,kb20040213d1t07shn,Know_Boundaries,mp3
1215,357.0,Jam,L_Block,mp3
1219,299.0,Moveout_Blues,Lauren_DeRose,mp3
1223,281.0,Ever_Find_a_way,Lisa_Sanders,mp3
1227,114.0,Staying_With_Me,Los_Lonely_Boys,mp3
1231,371.0,Backroads_,MONKMusic,mp3
1235,162.0,When_I_Stop_Dreaming_Louvin_Brothers,Malpass_Brothers,mp3
1239,319.0,Easy,Mandolin_Orange,mp3
1243,491.0,Thunder,Mason_Porter,mp3
1247,343.0,Tina_Lynn,Mer,mp3
1251,315.0,Tomorrows_Taken,Mojave_3,mp3
1259,333.0,Dont_Do_It,Motion_Pictures,mp3
1263,407.0,Amber,Mullins_and_Katz,mp3
1267,90.0,encore_call,NST,mp3
1271,199.0,NB20070209d2t06Flac_NB20070209d1t04flac,Natural_Breakdown,mp3
1275,233.0,Soon_as_the_Sun,Oakhurst,mp3
1279,320.0,Secret_Society,Old_Dead_Bug,mp3
1283,311.0,heavy_hands,One_Hand_Free,mp3
1287,678.0,Loose_Caboose,Particle,mp3
1291,118.0,Organ_Donor_Rap_Band_Intros,Phil_Lesh_and_Friends,mp3
1295,105.0,Hardcorps,Pinko_and_the_Action_Boys,mp3
1299,355.0,spitune20070623t02,Poz,mp3
1303,223.0,Some_Girls_are_Bigger_then_Others_,Racer_Boy_2,mp3
1307,436.0,Moonshine,Raisinhead,mp3
1311,481.0,Harder_They_Come,Reflections,mp3
1315,211.0,Carolina__,Rich_Whiteley_Band,mp3
1319,289.0,Not_Fade_Away___Aiko_Aiko___NFA,Rockspring,mp3
1323,199.0,Fairy_Tale,Ruka_Skye,mp3
1327,98.0,Tripping_Billies__What_Would_You_Say_,Ryan_Angus,mp3
1331,400.0,Waldo_Found_Dead,Savage_Henry,mp3
1335,223.0,Old_Man,SeepeopleS,mp3
1339,229.0,Ambitionist,Sidewise,mp3
1343,459.0,21_Shots,Skullfunked,mp3
1347,159.0,Train_2,Slightly_Stoopid,mp3
1351,459.0,WDYDMW,Smokestack,mp3
1355,464.0,Into_the_Blues__,Somebodys_Closet,mp3
1359,94.0,IntroWhite_House_Blues___Reading_Rainbow,Special_Ed_and_the_Shortbus,mp3
1363,344.0,Camilo__,State_Radio,mp3
1367,257.0,Bessie_May,Steppin_In_It,mp3
1371,247.0,Learning_How_to_Fly__,Stir_Fried,mp3
1375,357.0,UbiquitousShifty_Mister,String_Theory,mp3
1379,446.0,Caravan,Sunflower_Colonels,mp3
1383,503.0,Pressure_Drop,Sweet_Japonic,mp3
1387,433.0,LAZY_RIVER_ROAD,Terrapin_Moon,mp3
1391,230.0,Endless_Conversation,The_Alternate_Routes,mp3
1395,280.0,02_Lion,The_BAJA_Collective,mp3
1399,179.0,Carolina_In_The_Pines,The_Birdhive_Boys,mp3
1403,289.0,Wind_Me_Up,The_Contribution,mp3
1407,347.0,Plunge,The_Dulcets,mp3
1411,221.0,Swell_T8,The_Glorious_Bust_Down,mp3
1415,250.0,Beautiful_Lie,The_Innocent,mp3
1419,192.0,Applesauce_vs_Sour_Cream,The_LeeVees,mp3
1423,390.0,Fatal_Flaws,The_Mojo_Wire,mp3
1427,317.0,I_Shot_The_Sheriff,The_Peacheaters,mp3
1431,229.0,Everything_Shines,The_Push_Stars,mp3
1435,237.0,storm,The_Rustlanders,mp3
1439,248.0,Ten_and_Twelve,The_Surly_Young_Bucks,mp3
1443,217.0,Honolulu_Hoedown,The_Vigilante_Band,mp3
1447,456.0,Times,Thought_Process,mp3
1451,140.0,Real_Bad_Habit,Tim_Lee,mp3
1455,663.0,11_03_Jam__,Turtle_Soup,mp3
1459,243.0,uke20070306t06flac,Uke_of_Spaces,mp3
1463,656.0,Out_of_Body__,Volta_Kindred,mp3
1467,355.0,westindiangirl20070715_mbho_t05flac,West_Indian_Girl,mp3
1475,532.0,Johnny_Mack,Yankee_Zydeco_Company,mp3
1479,529.0,Lost_in_Space,Zak_Winnick,mp3
1483,574.0,The_Strut,Zuba,mp3
1487,463.0,dlo20020507d1t1shn,da_Lemmings_Onsombol,mp3
1491,160.0,Seasons_by_Be_Gulls,little_wings,mp3
1495,328.0,Passion_Slaves,ted_quinn,mp3
957,290.0,Tip_My_Glass,40_Rod_Lightning,mp3
965,582.0,The_Unwanted_Brother,Agents_of_Mercy,mp3
973,454.0,Blue_Veins,Amelias_Mechanics,mp3
981,163.0,Black_Heart,Awry,mp3
989,333.0,Wheat_Demon,Barneys_Jive_Band,mp3
997,484.0,Glory_Daze,Big_Blood,mp3
1005,233.0,Shedlife,Billy_Midnight,mp3
1013,453.0,Those_Get_Me_Outta_Here_Blues,Blue_Sky_Red,mp3
1021,664.0,Climb_Them_Easy,Breadbox_Band,mp3
1029,456.0,BStrange20061208T01flac,Buffalo_Strange,mp3
1037,551.0,Salt_Lick,Captain_Soularcat,mp3
1045,304.0,Step_back,Charlotte_Martin,mp3
1053,496.0,A_Womans_Voice_Will_Drug_You,Chuck_Prophet,mp3
1061,385.0,Unknown,Cope,mp3
1069,236.0,Dead_Flowers,Dan_Whitaker_and_The_Shinebenders,mp3
1077,412.0,Not_Now_John,Dead_Floyd,mp3
1085,476.0,02Straight_Rollin,Digital,mp3
1093,294.0,Cannibal,Earth_Bombs_Mars,mp3
1101,316.0,Mystery,Emily_Barker,mp3
1109,387.0,After_Midnight,Exit_Anywhere,mp3
1117,324.0,When_The_circus_comes_To_Town,Fly,mp3
1125,249.0,Long_Distance_Runner,Fugazi,mp3
1133,688.0,Walkin_Blues,Geoff_Achison_and_the_Souldiggers,mp3
1141,708.0,ClintEastwood,Grandpa_Mojo,mp3
1149,273.0,Manifest_Destiny,Guster,mp3
1157,295.0,Better_Days,Hannaward_Pass,mp3
1165,145.0,Little_Black_Eyed_Susie,High_on_the_Hog,mp3
1173,474.0,icaros20040730d2t03flac,Icaros,mp3
1181,105.0,interview,Jake_Shimabukuro,mp3
1189,368.0,jimiller20080711d2t06flac,JiMiller_Band,mp3
1197,379.0,far_away_message,Jon_Swift,mp3
1205,277.0,Drums_Chant__,Karma_Wash_and_the_Cosmic_Dryer,mp3
1213,317.0,One_of_These_Days,Kwait_Brothers_Band,mp3
1221,303.0,My_Memory,Lingo,mp3
1229,276.0,The_Night_They_Drove_Old_Dixie_Down,M_Bison,mp3
1237,113.0,Escape_Velocity,Man_Or_Astroman_,mp3
1245,167.0,03_Pigeons,Matthue_Roth,mp3
1253,324.0,Twisted,Monacy,mp3
1261,265.0,Lookout_Rock,Mr_Babers_Neighbors__The_Solar_String_Band,mp3
1269,458.0,Leigh,Nathan_Angelo,mp3
1277,512.0,The_Call_of_the_WaterMonkCyberJem_,Octopus_Nebula,mp3
1285,277.0,flamenco_guitar_solo,Ostad_Manoochehr_Sadeghi,mp3
1293,306.0,pimp19970110t02shn,Pimp_Carriage,mp3
1301,262.0,turpentine,R_Mutt,mp3
1309,714.0,Sun_Signal,Reason_For_Leaving,mp3
1317,447.0,Flood_in_Franklin_Park,Robert_Walters_20th_Congress,mp3
1325,365.0,Let_Him_Go_On_Mama,Runaway_Truck_Ramp,mp3
1333,403.0,unknown,Sean_Leahy_Group,mp3
1341,503.0,Golden_Grass,Silver_Machine,mp3
1349,335.0,On_The_Patio__,Slowcoaster,mp3
1357,473.0,sm20090117d2t01flac,Soul_Majestic,mp3
1365,228.0,Mad_Love,Steadman,mp3
1373,350.0,Walk_On_By,Stratton_and_Moore,mp3
1381,548.0,Loving_Cup,Sushi_Grade_Panda,mp3
1389,211.0,The_Dead_Relative_to_the_Breathing,The_Agrarians,mp3
1397,375.0,Lady_J,The_Biddy_Bums,mp3
